index,name,time,no_of_ppl,prep_time,caloaries,main_component,ingredients,prep,img_link
376,      البطاطس السوري          ,فطار,8,60,416,بطاطس و لحم ,"  1000 جم  لحم مفروم.  ,    2000 جم  بطاطس مقشرة ومقطعة مكعبات.  ,    300 جم  بصل مفروم.  ,   3 معلقة  كبيرة   زيت زيتون.  ,   قرن فلفل أخضر حار مقطع.  ,  1 ملعقة صغيرة  كزبرة مطحونة.  ,   1 ملعقة صغيرة  حبهان ""هيل"" مطحون.  ,   1 ملعقة صغيرة   زنجبيل.  ,  125 مل  ماء.  ,   ملح وفلفل أسود حسب الرغبة.      ","      في قدر على نار متوسطة، سخني زيت الزيتون ثم أضيفي البصل والفلفل الحار، وقلبي حتى يذبل البصل.  ,   أضيفي اللحم المفروم، ثم قلبيه مع البصل واتركيه حتى ينضج لمدة عشر دقائق.  ,   أضيفي البطاطس والكزبرة والحبهان والزنجبيل والفلفل الأسود والملح ونصف كوب ماء وقلبي.  ,   غطي القدر، واتركيها على نار هادئة حتى تنضج البطاطس لمدة 40 دقيقة، ثم قدميها ساخنة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/106/014/mobile-watermarked-large-card/%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D8%B7%D8%B3-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A.jpg
377,      بطاطس بوريه          ,فطار,5,15,72.39,بطاطس,"   120 جم  بطاطس  ,   2فص    ثوم أنصاف  ,    1 ملعقة صغيرة ملح  ,    1 ملعقة صغيرة    فلفل أسود  ,   3 ملعقة كبيرة زبدة مقطعة  ,   200 مل   حليب  اختياري       ","      قشري البطاطس، قطعيها الى مكعبات صغيرة، ضعيها في قدر واسع.  ,   اضيفي الثوم ، الملح والفلفل، اغمري البطاطس بالماء واسلقيها على نار متوسطة الى ان تصبح لينة. اختبري نضج البطاطس بان تغرزي شوكة في حبة بطاطس. اذا تفتت القطعة تكون قد نضجت.  ,   صفي البطاطس من الماء، تخلصي من الثوم.  ,   ضعي البطاطس في طبق عميق، أضيفي الزبدة. قلبي الى ان تذوب الزبدة.  ,   اضيفي الحليب بالتدريج مع هرس البطاطس بالشوكة او بالأداة الخاصة لهرس البطاطس ، الى ان تحصلي على خليط سميك، متجانس و ناعم.  ,   ضعي البطاطس في طبق للتقديم وقدمي مباشرة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/046/753/mobile-watermarked-large-card/%25D8%25A8%25D8%25B7%25D8%25A7%25D8%25B7%25D8%25B3-%25D8%25A8%25D9%2588%25D8%25B1%25D9%258A%25D9%2587.jpg
378,      كريب البطاطس          ,فطار,6,30,402,دقيق و بطاطس,"  300 جم  دقيق.  ,   375 مل  حليب.  ,   500 جم  بطاطس مقطعة أصابع ومحمرة.  ,   3 بيضات.  ,   50 جم  جبن موتزاريلا.  ,  1  ملعقة كبيرة   زبد.  ,   1 ملعقة كبيرة   زيت نباتي.  ,   1 ملعقة صغيرة   خل.  ,   ملح وفلفل أسود.  ,   كاتشب ومايونيز للتقديم.      ","       في وعاء كبير أو في وعاء الخلاط، ضعي جميع المكونات، واخلطيها جيدًا حتى تمتزج.  ,   على نار هادئة، سخني مقلاة، وادهنيها بنقطتي زيت، ثم ضعي مقدارًا من الخليط وافرديه في المقلاة جيدًا.  ,   اتركي الكريب لمدة دقيقتين حتى ينضج جيدًا، ثم اقلبيه على الوجه الآخر واتركيه دقيقتين.  ,   كرري الخطوات حتى تنتهي من مقدار العجين ثم اتركيه جانبًا.  ,   ضعي البطاطس على نصف دائرة من الكريب وأضيفي المايونيز والكاتشب وبعض الجبن الموتزاريلا، ثم اثني الطرف حتى يُصبح نصف دائرة. اثني الكريب مرةً أخرى حتى يُصبح على شكل مثلث.  ,   ضعي الكريب في مقلاة على نار متوسطة، وقلبيه على الجهتين حتى يتحمص قليلًا.  ,   قدمي الكريب ساخنًا مع سلطة الكول سلو.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/106/035/mobile-watermarked-large-card/%D9%83%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D8%B7%D8%B3.jpg
379,      صينية بطاطس بالفراخ          ,غداء,4,45,274,بطاطس و دجاج ,"1000 جم  بطاطس  ,   1000 جم دجاج مقطع إلى أربع قطع أو ثماني قطع  ,   4 جزرات  اختياري   ,   ليمونة  ,   2 بصلة كبيرة مقطعة شرائح  ,   6 فصوص ثوم كبيرة  ,   ملح وفلفل أسود وكمون وبهارات وورق لاورى  ,   300 مل مرقة دجاج أو ماء إن لم تقومي بسلق الدجاج قبلها  , 1  ملعقة زبد      ","      تبلي الدجاج بالبصل والثوم والبهارات والملح والفلفل والليمون لساعة تقريبًا  ,   قطعي البطاطس والجزر إلى شرائح متوسطة السمك  ,    اخلطيها مع خلطة الخضار والتتبيلة واتركيها لعشر دقائق  ,   رصيها في صينية بحيث يكون الخضار في الأسفل والدجاج أعلاه  ,    أذيبي الزبد في المرق أو اغلي الماء وأضيفي إليه مع مكعب مرق دجاج  ,    أضيفي السوائل واتركي الصينية على النار لعشر دقائق حتى تغلي  ,    أدخليها فرن متوسط الحرارة لمدة ساعة حتى تنضج وتابعيها إن احتاجت بعض الماء أوالمرق  ,   قدميها مع الأرز الأبيض      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/051/484/mobile-watermarked-large-card/%25D8%25B5%25D9%258A%25D9%2586%25D9%258A%25D8%25A9-%25D8%25A8%25D8%25B7%25D8%25A7%25D8%25B7%25D8%25B3-%25D8%25A8%25D8%25A7%25D9%2584%25D9%2581%25D8%25B1%25D8%25A7%25D8%25AE.jpg
380,      بطاطس مبشورة بالجبنة          ,فطار,4,50,497,بطاطس,"500 جم  بطاطس مقشرة  ,    200 جم  جبن موتزاريلا مبشور  ,   200 جم  جبن شيدر مبشور  ,   3 بيضات  ,   فص ثوم مهروس  ,   2 ملعقة كبيرة   دقيق  ,   ملح وفلفل أسود      ","      ابشري البطاطس، ثم ضعيها في قماش قطني، واعصريه جيدًا حتى تتخلصي من الماء الموجود بالبطاطس.  ,   ضعي البطاطس في وعاء كبير، ثم أضيفي إليه باقي المقادير، وقلبي جيدًا.  ,   شكلي البطاطس على شكل أقراص، واقليها في زيت غزير لمدة 5 دقائق حتى يُصبح لونها ذهبيًّا من الجهتين.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/099/909/mobile-watermarked-large-card/%D8%A8%D8%B7%D8%A7%D8%B7%D8%B3-%D9%85%D8%A8%D8%B4%D9%88%D8%B1%D8%A9-%D8%A8%D8%A7%D9%84%D8%AC%D8%A8%D9%86%D8%A9.jpg
381,      البطاطس بالمايونيز          ,فطار,6,40,121,بطاطس," 500 جم  بطاطس.  ,   3 فصوص ثوم كبيرة مفرومة.  ,   3 معلقة  كبيرة   بقدونس مفروم.  ,   3 معلقة  كبيرة  مايونيز.  ,   2 ملعقة كبيرة   زبادي.  ,   1 ملعقة صغيرة   كمون.  ,   1 ملعقة صغيرة  سماق.  ,   ملح وفلفل أسود.      ","      اسلقي البطاطس في ماء مغلي ومملح، واتركيها حتى تنضج.  ,   قشّري البطاطس، ثم قطعيها إلى مكعبات متوسطة الحجم.  ,   ضعي البطاطس في وعاء كبير، ثم أضيفي المايونيز والثوم والزبادي والبقدونس والكمون والسماق والملح والفلفل الأسود، وقلبي جيدًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/094/989/mobile-watermarked-large-card/%20%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D8%B7%D8%B3-%D8%A8%D8%A7%D9%84%D9%85%D8%A7%D9%8A%D9%88%D9%86%D9%8A%D8%B2.jpg
382,      طاجن بطاطس          ,غداء,6,160,460,بطاطس و لحم ,"  750 جم  بطاطس متوسطة الحجم، مقشرة ومقطعة شرائح.  ,   1000 جم  لحم بقر مقطع مكعبات متوسطة الحجم.  ,    200 جم  بصل مقطع شرائح رفيعة.  ,    100 جم  كراث مقطع شرائح رفيعة.  ,  1 ملعقة كبيرة   زيت زيتون.  ,    50 جم  زبد.  ,   250 مل  مرق.  ,   2 ملعقة صغيرة    ثوم مفروم.  , 1  ملعقة صغيرة   زعتر مجفف.  ,   3 معلقة  كبيرة بقدونس مفروم للتزيين.  ,   5 معلقة  كبيرة   كريمة طهي.  ,   ملح وفلفل أسود حسب الرغبة.      ","      سخني الفرن على 180 درجة مئوية.  ,   ضعي نصف كمية الزبد في قدر على نار هادئة، ثم أضيفي البصل والكراث وقلبي لمدة خمس دقائق، ثم ضعيه في طبق جانبًا.  ,   أضيفي زيت الزيتون إلى القدر، ثم ضعي قطع اللحم وحمريه على نار متوسطة، وضعيه في طبق جانبًا.  ,   ضعي الزبد مع الثوم والزعتر، ثم أعيدي اللحم وقلبي لمدة دقيقة.  ,   ادهني طاجنًا بقليل من الزبدة، ورصي نصف شرائح البطاطس، ثم ضعي اللحم فوقها وخليط البصل والكراث، ثم غطيها بالكمية المتبقية من شرائح البطاطس.  ,   صبي المرق على اللحم والبطاطس، ثم غطي الطاجن بورق الفويل ""القصدير"".  ,   ضعي الطاجن في الفرن، واتركيه ساعتين.  ,   ازيلي ورق الفويل، ثم ادهني الوجه بكريمة الطهي، واتركي الطاجن في الفرن لمدة 30 دقيقة أو حتى يتحمر الوجه.  ,   أخرجي الطاجن من الفرن وزيني الوجه بالبقدونس، وقدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/104/192/mobile-watermarked-large-card/%D8%B7%D8%A7%D8%AC%D9%86-%D8%A8%D8%B7%D8%A7%D8%B7%D8%B3.jpg
383,      كرات البطاطس المحشية بالكفتة          ,غداء,6,80,904,بطاطس و لحم ,"  1000 جم  بطاطس مقشرة  ,    750 جم  من عصاج اللحم المفروم  ,   2 فص ثوم مهروس  ,    150 جم  دقيق  ,   100 جم  بقدونس طازج مفروم  ,   150 جم  جبن بارميزان مبشور  ,    60 جم  زبادي  ,   2 بيضة كبيرة مخفوقة  ,    250 جم  بقسماط  ,   2 ملعقة كبيرة  زبد في درجة حرارة الغرفة  ,   2 ملعقة كبيرة   صنوبر محمص  ,   ملح وفلفل أسود      ","      اسلقي البطاطس في ماء ومملح، واتركيها حتى تنضج، ثم صفيها من الماء.  ,   في وعاء كبير، ضعي البطاطس، واهرسيها بهراسة البطاطس، ثم أضيفي الثوم والزبد والزبادي والملح والفلفل الأسود، وقلبي جيدًا حتى تمتزج المكونات.  ,   أضيفي البقدونس والصنوبر والبارميزان إلى عصاج اللحم، وقلبي جيدًا.  ,   شكلي البطاطس على شكل كرات متوسطة الحجم، ثم اصنعي حفرة في المنتصف، واحشيها بحشوة اللحم المفروم.  ,   اغمسي الكرات في الدقيق، ثم البيض، ثم البقسماط، ثم اقلي البطاطس في زيت غزير ومغلٍ، حتى يُصبح لونها ذهبيًّا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/096/934/mobile-watermarked-large-card/%D9%83%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D8%B7%D8%B3-%D8%A7%D9%84%D9%85%D8%AD%D8%B4%D9%8A%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D9%81%D8%AA%D8%A9.jpg
384,      شوربة العدس          ,غداء,5,50,370,عدس,"     400 جم  عدس أحمر  ,   1500 مل ماء  ,   مكعبين مرق دجاج  ,   ورقتين غار  ,   3 فصوص ثوم  ,   جزرة  ,   حبة طماطم  ,   2 حبة بصل مقطعة 4  ,   2 معلقة   صلصة طماطم  ,   120 جم  شعرية رقيقة  ,   1  ملعقة صغيرة كمون  ,  1 ملعقة صغيرة كزبرة جافة  ,   1 ملعقة صغيرة جوزة الطيب  ,   ملح و فلفل أسود  ,   خبز محمص للتقديم .      ","      في قدر عميق اسكبي الماء ثم ضيفي إليه العدس والجزرة والطماطم والبصل، ثم الثوم وورق اللوري  ,   يطهى الشوربة على نار متوسطة مدة 35 دقيقة إلى أن ينضج العدس تماما.   ,   تطحن الشوربة إلى أن تتجانس وتصبح ناعمة .   ,   في وعاء ثاني، حمري الشعرية في قليل من الزيت إلى أن تأخذ اللون الذهبي، أضيفي إليها الصلصة و نقلب .   ,   تصب الشعرية على الحساء، أضيفي التوابل والملح والفلفل، مع التقليب.   ,   يمكن إضافة الماء لو أحسستي أنها سميكة.  ,   دعيها تنضج 10 دقائق إضافية.   ,   قدميها مع قطع من الخبز المحمص      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/027/513/mobile-watermarked-large-card/%25D8%25B4%25D9%2588%25D8%25B1%25D8%25A8%25D8%25A9%2520%25D8%25B9%25D8%25AF%25D8%25B3_0.jpg
385,      شوربة العدس الأحمر          ,غداء,6,80,297,عدس,"  1500 مل  ماء.  ,   400 جم  عدس أحمر.  ,   250 جم  طماطم مقطعة قطعًا متوسطة الحجم.  ,   3 ثمرات بصل متوسطة الحجم مقطعة قطعًا متوسطة الحجم.  ,   200 جم  جزر كبيرة مقطعة قطعًا متوسطة الحجم.  ,   200 جم  فلفل أحمر حار.  ,   2 فص ثوم مهروس.  ,   مكعب مرق دجاج مطحون.  ,   1 ملعقة كبيرة   زيت.  ,   1 ملعقة صغيرة   كمون مطحون.  ,   ملح وفلفل أسود.      ","      اغسلي العدس جيدًا، ثم صفيه من الماء، واتركيه جانبًا.  ,   سخني الزيت على نار متوسطة في قدر كبير، ثم أضيفي البصل، وقلبيه حتى يذبل.  ,   أضيفي الثوم والطماطم، وقلبي لمدة ثلاث دقائق، ثم أضيفي العدس والجزر والكمون والفلفل الحار ومكعب المرق والملح والفلفل الأسود، وقلبي جيدًا حتى تمتزج المكونات.  ,   أضيفي أربعة أكواب من الماء، واتركيه حتى يغلي، ثم غطي القدر، واتركيها على نار هادئة لمدة 45 دقيقة، حتى تنضج المكونات.  ,   اتركي العدس يهدأ قليلًا، ثم ضعيه في الخلاط الكهربائي، واخلطيه جيدًا.  ,   صفي العدس من أي كتل أو قشور، ثم أعيديه على النار مرةً أخرى.  ,   أضيفي باقي الماء، وقلبي العدس حتى يغلي.  ,   ضعي الشوربة في أطباق التقديم، وقدميها ساخنة مع الخبز المحمص والليمون.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/106/790/mobile-watermarked-large-card/%D8%B4%D9%88%D8%B1%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D8%AF%D8%B3-%D8%A7%D9%84%D8%A7%D8%AD%D9%85%D8%B1.jpg
386,      صدور فراخ بالجبن    ,غداء,6,60,396,صدور دجاج,"     800 جم صدور الدجاج بدون جلد  ,   الملح والفلفل الأسود  ,   2 معلقة  طعام من زيت الزيتون، منفصلين  ,   3 فصوص من الثوم كبيرة، مفروم  ,  1000 جم طماطم الكرز، إلى النصف  ,   10 أوراق الريحان كبيرة، مفرومة فرما ناعما  ,   700 جم  جبن موزاريلا مقطعة إلى شرائح  ,   خل      ","      تبلي صدور الدجاج من الجانبين بالملح والفلفل وتوضع جانبا. . .  ,   في مقلاة كبيرة سخني 1 ملعقة طعام من زيت الزيتون. ضيفي الدجاج و غطي الإناء، ويطهى لمدة 10 دقائق.   ,   قلبي صدور الدجاج علي الوجه الاخر ويستمر الطهي حتى ينضج الدجاج  ,   سخني 1 ملعقة طعام من زيت الزيتون المتبقية في مقلاة أخري  ,   ضيفي الثوم ويطهى لمدة حوالي 1 دقيقة، أو حتى تفوح رائحته.   ,   ضيفي الطماطم واستمري بالقلي حتى تبدأ قشرة الطماطم بالليين حوالي 5 دقائق. ترفع من حرارة وتقلب في الريحان. توضع جانبا.  ,   بعد نضج الدجاج غطي كل شريحة دجاج بشرائح من جبن موزاريلا  ,   صبّي خليط الطماطم على الدجاج. غطي المقلاة  مرة أخرى، للسماح بذوبان موزاريلا، حوالي 1-2 دقائق.  ,   وأخيرا، رشة من الخل البلسمي ويقدم ساخنًا      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/046/136/mobile-watermarked-large-card/B5%25D8%25AF%25D9%2588%25D8%25B1-%25D9%2581%25D8%25B1%25D8%25A7%25D8%25AE%2520-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25AC%25D8%25A8%25D9%2586-%25D8%25A7%25D9%2584%25D9%2585%25D9%2588%25D8%25B2%25D8%25A7%25D8%25B1%25D9%258A%25D9%2584%25D8%25A7-%25D9%2588-%25D8%25A7%25D9%2584%25D8%25B7%25D9%2585%25D8%25A7%25D8%25B7%25D9%2585.jpg
387,      برجر البطاطس          ,غداء,6,70,261,بطاطس و فاصوليا ,"      3 ثمرات بطاطس متوسطة الحجم مسلوقة.  ,   120 جم  فاصوليا حمراء معلبة.  ,   120 جم حبوب ذرة مسلوقة.  ,   120 جم  بقسماط مطحون.  ,   200 جم  جزر متوسطة الحجم مبشورة.  ,   200 جم  كوسة متوسطة الحجم مبشورة.  ,   4 ثمرات بصل أخضر مفروم.  ,   بصلة متوسطة مقطعة مكعبات صغيرة.  ,   2 ملعقة كبيرة صلصة الباربيكيو.  ,  1 ملعقة كبيرة زيت.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، سخني الزيت، ثم أضيفي البصل وقلبيه حتى يُصبح لونه ذهبيًا.  ,   في محضرة الطعام ضعي الفاصوليا، واهرسيها هرسًا ناعمًا، ثم أضيفي البطاطس واهرسيها حتى يصبح الخليط ناعمًا.  ,   في وعاء كبير، ضعي جميع المقادير، وأضيفي البصل وخليط الفاصوليا الحمراء والبطاطس، وقلبي جيدًا حتى تمتزج المكونات تمامًا.  ,   شكلي العجين على شكل أقراص، ثم اشويها على الجهتين لمدة 4 دقائق لكل جهة، في مقلاة غير قابلة للالتصاق وبها 2 ملعقة زيت.  ,   قدمي البرجر النباتي مع خبز الكايزر وشرائح الجبن الشيدر وحلقات الطماطم والبصل.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/088/625/mobile-watermarked-large-card/%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25B9%25D9%2585%25D9%2584-%25D8%25A8%25D8%25B1%25D8%25AC%25D8%25B1-%25D8%25A7%25D9%2584%25D8%25A8%25D8%25B7%25D8%25A7%25D8%25B7%25D8%25B3.jpg
388,      البرجر النباتي بالمشروم          ,غداء,4,75,313,مشروم ,"     300 جم مشروم طازج مقطع شرائح.  ,   120 جم  بروكلي مقطع قطع صغيرة.  ,   100 جم بقسماط.  ,   100 جم  شوفان.  ,   بصلة صغيرة مفرومة ناعم.  ,   4 فصوص ثوم مهروس.  ,   1 ملعقة صغيرة أُوريغانو جاف.  ,   2 بيضة كبيرة.  ,   2 ملعقة كبيرة زيت.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، سخني الزيت، ثم أضيفي المشروم والبصل والثوم والملح والفلفل الأسود والأُوريغانو والملح والفلفل الأسود، وقلبي لمدة 10 دقائق.  ,   في ماء مغلي، ضعي البروكلي لمدة 8 دقائق، ثم ارفعيه.  ,   ضعي البروكلي وخليط المشروم في محضرة الطعام، وافرميه خشنًا.  ,   ضعي الخليط في وعاء كبير، ثم أضيفي إليه الشوفان والبقسماط والبيض والملح والفلفل الأسود، وقلبي جيدًا، ثم اتركيه جانبًا لمدة 15 دقيقة.  ,   شكلي الخليط على شكل دوائر ثم اقليها في كمية صغيرة من الزيت على الجهتين.  ,   قدمي البرجر النباتي مع خبز الكايزر والخس وشرائح الطماطم.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/088/303/mobile-watermarked-large-card/%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25B9%25D9%2585%25D9%2584-%25D8%25A7%25D9%2584%25D8%25A8%25D8%25B1%25D8%25AC%25D8%25B1-%25D8%25A7%25D9%2584%25D9%2586%25D8%25A8%25D8%25A7%25D8%25AA%25D9%258A-%25D8%25A8%25D8%25A7%25D9%2584%25D9%2585%25D8%25B4%25D8%25B1%25D9%2588%25D9%2585.jpg
389,      شوربة المشروم على الطريقة المجرية          ,غداء,4,45,273,مشروم ,"      300 مل مرق دجاج.  ,   300 جم  بصل مفروم.  ,   150 جم مشروم مقطع شرائح.  ,   120 مل حليب.  ,   60 مل ساور كريم  كريمة حامضة .  ,   40 جم بقدونس مفروم.  ,   3 معلقة  كبيرة دقيق.  ,   2 ملعقة كبيرة زبدة.  ,  1 ملعقة كبيرة بابريكا.  ,   2 ملعقة كبيرة زيت.  ,  1 ملعقة كبيرة صويا صوص.  ,   2 ملعقة صغيرة شبت مفروم.  ,   2 ملعقة صغيرة عصير ليمون.  ,   ملح وفلفل أسود.      ","      على نار متوسطة، سخني الزيت ثم أضيفي البصل وقلبيه حتى يذبل.  ,   أضيفي المشروم وملعقة صغيرة من الشبت و½ كوب من المرق وصوص الصويا والبابريكا ورشة ملح، وقلبي جيدًا حتى تمتزج المكونات.  ,   غطّي القدر واتركيه على نار هادئة لمدة 15 دقيقة.  ,   على نار متوسطة ذوّبي الزبدة ثم أضيفي الدقيق وقلبيه لمدة 5 دقائق.  ,    على نار هادئة أضيفي الحليب تدريجيًا مع التقليب باستمرار حتى يذوب الدقيق جيدًا ويغلظ الحليب.  ,   أضيفي المشروم وباقي المرق مع التقليب باستمرار حتى يغلي.  ,   غطّي القدر واتركيه على نار هادئة لمدة 10 – 15 دقيقة.  ,   أضيفي الملح والفلفل الأسود وعصير الليمون والساور كريم وباقي الشبت وقلبي جيدًا.  ,   ضعي الشوربة في أطباق التقديم وزينيها بالبقدونس.  ,   قدمي الشوربة مع الخبز المحمص.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/081/181/mobile-watermarked-large-card/D8%25B9%25D9%2585%25D9%2584-%25D8%25B4%25D9%2588%25D8%25B1%25D8%25A8%25D8%25A9-%25D8%25A7%25D9%2584%25D9%2585%25D8%25B4%25D8%25B1%25D9%2588%25D9%2585-%25D8%25B9%25D9%2584%25D9%2589-%25D8%25A7%25D9%2584%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25A7%25D9%2584%25D9%2585%25D8%25AC%25D8%25B1%25D9%258A%25D8%25A9.jpg
390,      الشوربة الإيطالية بالسوسيس والفاصوليا الحمراء          ,غداء,6,40,318,سوسيس,"      500 جم سوسيس مقطع شرائح.  ,  300 جم طماطم مقشرة ومقطعة مكعبات.  ,   120 جم بصل مفروم.  ,   120 جم مكرونة قواقع.  ,   2 مكعب مرق دجاج.  ,   120 جم فاصوليا حمراء معلبة.  ,   1000 مل ماء ماء مغلي.  ,   2 ملعقة صغيرة زيت زيتون.      ","      على نار متوسطة سخني الزيت ثم أضيفي البصل وقلبيه حتى يذبل.  ,   أضيفي السوسيس وقلبي لمدة 5 دقائق.  ,   أضيفي الطماطم والماء ومكعبي المرق والمكرونة واتركي الخليط حتى يغلي.  ,   أضيفي الفاصوليا واتركيه على نار هادئة ثم غطي القدر واتركيه لمدة 15 – 20 دقيقة.  ,   ضعيه في أطباق التقديم وقدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/078/556/mobile-watermarked-large-card/D8%25A5%25D9%258A%25D8%25B7%25D8%25A7%25D9%2584%25D9%258A%25D8%25A9-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25B3%25D9%2588%25D8%25B3%25D9%258A%25D8%25B3%2520%25D9%2588%25D8%25A7%25D9%2584%25D9%2581%25D8%25A7%25D8%25B5%25D9%2588%25D9%2584%25D9%258A%25D8%25A7-%25D8%25A7%25D9%2584%25D8%25AD%25D9%2585%25D8%25B1%25D8%25A7%25D8%25A1.jpg
391,      شوربة البروكلي          ,غداء,5,60,252,مرق دجاج,"      2 ملعقة كبيرة زبدة  ,   1 بصلة متوسطة مفرومة  ,    120  جم  كرفس مفرومة  ,   1000 مل مرق دجاج  ,   2000 جم  بروكلي مقطع      ","      على نار متوسطة، ذوّبي الزبدة ثم ضعي البصل والكرفس وقلبيهما حتى يذبلان.  ,   أضيفي البروكلي ومرق الدجاج، ثم غطي القدر واتركيه على النار لمدة 15 دقيقة.  ,   ضعي الشوربة في الخلاط واهرسيها جيدًا.  ,   على نار متوسطة، ذوّبي الزبدة ثم أضيفي الدقيق وقلبيه لمدة 5 دقائق.  ,   أضيفي الحليب تدريجيًا، وقلبي بسرعة وباستمرار حتى تغلظ الكريمة.  ,   ضعي الملح والفلفل ثم أضيفي الشوربة وقلبي الخليط لمدة 10 دقائق.  ,   ضعي الشوربة في أطباق التقديم، وزينيها بأوراق الكرفس.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/065/406/mobile-watermarked-large-card/%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25B9%25D9%2585%25D9%2584-%25D8%25B4%25D9%2588%25D8%25B1%25D8%25A8%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25A8%25D8%25B1%25D9%2588%25D9%2583%25D9%2584%25D9%258A.jpg
392,      شوربة الخرشوف          ,غداء,8,90,189.81,خرشوف,"      5 قلب خرشوف  ,  2 معلقة  كبيرة زبدة  ,   1 كراث مقطعة ومغسولة  ,   ٦ فصوص ثوم مفروم  ,   1 بصلة خضراء متوسطة مقطعة  ,   200 جم بطاطس مقشرة ومقطعة  ,   3000 مل مرقة الدجاج  ,  ورقة لورى  ,   2 عروق زعتر  ,   4 أغصان بقدونس  ,   1 ملعقة صغيرة فلفل اسود  ,   120 جم  كريمة , ملح      ","      قطعي الخرشوف واستخرجي القلب، إذا كنت تستخدمين خرشوف طازج. قطعي قلب الخرشوف لقطع صغيرة  ,   سيحي نصف الزبدة وأضيفي إليها الخرشوف والغار والثوم والبصل الأخضر واتركيهم على نار متوسطة حتى ينضج ولكن لا تتركيه يتحول للون البني.  ,   أضيفي البطاطس والمرقة ٤- لفي الزعتر وورق اللورا والبقدونس والفلفل في شاش وأضيفيه للوعاء  ,   زودي درجة النار لينضج الخليط ثم اخفضي النار مرة اخرى لمدة ساعة بدون غطاء  ,   أزيلي الأعشاب  ,   صبي الشوربة في مصفاه  ,   أعيدي تسخين الشوربة مع إضافة بقية الزبدة والكريمة قبل التقديم      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/018/895/mobile-watermarked-large-card/%25D8%25B4%25D9%2588%25D8%25B1%25D8%25A8%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25AE%25D8%25B1%25D8%25B4%25D9%2588%25D9%2581.jpg
393,      بطاطس بيوريه بالشيدر و البصل الأخضر          ,فطار,6,60,251.53,بطاطس,"     300 جم  بطاطس  ,   70 جم  كريمة نصف دسم  ,   3 ملعقة كبيرة زبدة  ,   90 جم  جبنة شيدر مبشورة  ,   4 بصل أخضر مقطع شرائح كبيرة  ,   ملح و فلفل      ","      قشري البطاطس و قطعيها اربع اجزاء.  ,   اسلقيها فى إناء ممتلىء بالماء حتى النضج .  ,   صفي البطاطس وأضيفي الكريمة والزبدة والملح والفلفل ثم يتم اهرسي البطاطس .  ,   اضيفي الجبن الشيدر و قلبي جيدا. ثم سخنيها على النار قليلاً حتى تذوب الجبن.  ,   أضيفي شرائح البصل الرفيعة واخلطيها مع البطاطس.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/018/353/mobile-watermarked-large-card/%25D8%25A8%25D8%25B7%25D8%25A7%25D8%25B7%25D8%25B3-%25D8%25A8%25D9%258A%25D9%2588%25D8%25B1%25D9%258A%25D9%2587-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25AC%25D8%25A8%25D9%2586-%25D9%2588-%25D8%25A7%25D9%2584%25D8%25A8%25D8%25B5%25D9%2584-%25D8%25A7%25D9%2584%25D8%25A3%25D8%25AE%25D8%25B6%25D8%25B1%2520.jpg
